	created_at	id	id_str	text	truncated	entities	metadata	source	in_reply_to_status_id	in_reply_to_status_id_str	in_reply_to_user_id	in_reply_to_user_id_str	in_reply_to_screen_name	user	geo	coordinates	place	contributors	is_quote_status	retweet_count	favorite_count	favorited	retweeted	possibly_sensitive	lang	retweeted_status	extended_entities	quoted_status_id	quoted_status_id_str	quoted_status
0	Wed Jun 30 13:15:33 +0000 2021	1410225496386854916	1410225496386854916	"Experience Kimolos with Aria Hotels! 
Enjoy the full video here https://t.co/iQFP68EdNe
.
.
#ariahotels #kimolos… https://t.co/N46Q9kqseK"	True	{'hashtags': [{'text': 'ariahotels', 'indices': [92, 103]}, {'text': 'kimolos', 'indices': [104, 112]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/iQFP68EdNe', 'expanded_url': 'https://bit.ly/35PeyuG', 'display_url': 'bit.ly/35PeyuG', 'indices': [64, 87]}, {'url': 'https://t.co/N46Q9kqseK', 'expanded_url': 'https://twitter.com/i/web/status/1410225496386854916', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]}	{'iso_language_code': 'en', 'result_type': 'recent'}	"<a href=""https://www.loomly.com/"" rel=""nofollow"">Loomly</a>"						{'id': 808603566407610368, 'id_str': '808603566407610368', 'name': 'Aria Hotels', 'screen_name': 'AriaHotelsGR', 'location': 'Greece', 'description': 'Family-owned boutique hotel & villas company that offers Authentic Greek Hospitality. Destinations: Athens. Cyclades. Crete. Epirus. Peloponnese.', 'url': 'https://t.co/PUyUTHLySc', 'entities': {'url': {'urls': [{'url': 'https://t.co/PUyUTHLySc', 'expanded_url': 'http://www.ariahotels.gr', 'display_url': 'ariahotels.gr', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 294, 'friends_count': 183, 'listed_count': 9, 'created_at': 'Tue Dec 13 09:24:48 +0000 2016', 'favourites_count': 1387, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 876, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/974646146898546688/Ew2MXjEo_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/974646146898546688/Ew2MXjEo_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/808603566407610368/1481624948', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}					False	0	1	False	False	False	en					
1	Wed Jun 30 12:30:12 +0000 2021	1410214084553760771	1410214084553760771	RT @WindyCityGreek: Visiting Veria, Greece’s beautiful historical town https://t.co/rDWCVDnvlo via @greekcitytimes |  #greece #visitgreece…	False	{'hashtags': [{'text': 'greece', 'indices': [118, 125]}, {'text': 'visitgreece', 'indices': [126, 138]}], 'symbols': [], 'user_mentions': [{'screen_name': 'WindyCityGreek', 'name': 'WindyCityGreek', 'id': 3731443054, 'id_str': '3731443054', 'indices': [3, 18]}, {'screen_name': 'greekcitytimes', 'name': 'Greek City Times', 'id': 727431343240400896, 'id_str': '727431343240400896', 'indices': [99, 114]}], 'urls': [{'url': 'https://t.co/rDWCVDnvlo', 'expanded_url': 'http://ow.ly/5jPo50FlIjo', 'display_url': 'ow.ly/5jPo50FlIjo', 'indices': [71, 94]}]}	{'iso_language_code': 'en', 'result_type': 'recent'}	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"						"{'id': 727431343240400896, 'id_str': '727431343240400896', 'name': 'Greek City Times', 'screen_name': 'greekcitytimes', 'location': 'Greece', 'description': ""World's leading Greek news and lifestyle outside of Greece-keeping Hellenes and Philhellenes around the globe updated daily. 🇬🇷🇨🇾 App available on Store"", 'url': 'https://t.co/6zuJHz8n4a', 'entities': {'url': {'urls': [{'url': 'https://t.co/6zuJHz8n4a', 'expanded_url': 'https://Greekcitytimes.com', 'display_url': 'Greekcitytimes.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 10149, 'friends_count': 970, 'listed_count': 90, 'created_at': 'Tue May 03 09:35:22 +0000 2016', 'favourites_count': 6928, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 15366, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/748689517964505088/obPQrkSD_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/748689517964505088/obPQrkSD_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/727431343240400896/1616676121', 'profile_link_color': 'ABB8C2', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}"					False	1	0	False	False	False	en	"{'created_at': 'Wed Jun 30 12:05:34 +0000 2021', 'id': 1410207883531280384, 'id_str': '1410207883531280384', 'text': 'Visiting Veria, Greece’s beautiful historical town https://t.co/rDWCVDnvlo via @greekcitytimes |  #greece #visitgreece #greecetravel', 'truncated': False, 'entities': {'hashtags': [{'text': 'greece', 'indices': [98, 105]}, {'text': 'visitgreece', 'indices': [106, 118]}, {'text': 'greecetravel', 'indices': [119, 132]}], 'symbols': [], 'user_mentions': [{'screen_name': 'greekcitytimes', 'name': 'Greek City Times', 'id': 727431343240400896, 'id_str': '727431343240400896', 'indices': [79, 94]}], 'urls': [{'url': 'https://t.co/rDWCVDnvlo', 'expanded_url': 'http://ow.ly/5jPo50FlIjo', 'display_url': 'ow.ly/5jPo50FlIjo', 'indices': [51, 74]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 3731443054, 'id_str': '3731443054', 'name': 'WindyCityGreek', 'screen_name': 'WindyCityGreek', 'location': 'Chicago, IL USA', 'description': '@MariaKaramitsos IS the WindyCity Greek! Come along on her new adventures. | Archives of mag published 2015-2019 at site below. Content/media subject to ©.', 'url': 'https://t.co/enCascK3Dl', 'entities': {'url': {'urls': [{'url': 'https://t.co/enCascK3Dl', 'expanded_url': 'http://www.mariakaramitsos.com', 'display_url': 'mariakaramitsos.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 4312, 'friends_count': 4266, 'listed_count': 84, 'created_at': 'Mon Sep 21 19:48:17 +0000 2015', 'favourites_count': 5788, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 15682, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/646067344196829184/waoSqrBx_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/646067344196829184/waoSqrBx_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3731443054/1551649224', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}"				
2	Wed Jun 30 12:21:21 +0000 2021	1410211854132166668	1410211854132166668	RT @Darmand15766004: #visitGreece #symi https://t.co/8RVRm8SXL1	False	{'hashtags': [{'text': 'visitGreece', 'indices': [21, 33]}, {'text': 'symi', 'indices': [34, 39]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Darmand15766004', 'name': 'Darmando⛴⚓️🛳', 'id': 1370350055811584000, 'id_str': '1370350055811584000', 'indices': [3, 19]}], 'urls': [], 'media': [{'id': 1410210784936972291, 'id_str': '1410210784936972291', 'indices': [40, 63], 'media_url': 'http://pbs.twimg.com/media/E5ITPL6X0AMT6XQ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E5ITPL6X0AMT6XQ.jpg', 'url': 'https://t.co/8RVRm8SXL1', 'display_url': 'pic.twitter.com/8RVRm8SXL1', 'expanded_url': 'https://twitter.com/Darmand15766004/status/1410210795800117249/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 768, 'h': 1024, 'resize': 'fit'}, 'large': {'w': 768, 'h': 1024, 'resize': 'fit'}}, 'source_status_id': 1410210795800117249, 'source_status_id_str': '1410210795800117249', 'source_user_id': 1370350055811584000, 'source_user_id_str': '1370350055811584000'}]}	{'iso_language_code': 'und', 'result_type': 'recent'}	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"						{'id': 4576016415, 'id_str': '4576016415', 'name': 'Άει Μαρή Σαλούφα', 'screen_name': 'ai_marh_saloufa', 'location': '', 'description': 'Ούτε με μένα δεν πιάνομαι φίλη.\n\nhttps://t.co/e3kwMnSPy9', 'url': 'https://t.co/SXv9xPZUQP', 'entities': {'url': {'urls': [{'url': 'https://t.co/SXv9xPZUQP', 'expanded_url': 'https://twitter.com/search?q=from%3Aai_marh_saloufa%20exclude%3Areplies&src=typd', 'display_url': 'twitter.com/search?q=from%…', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/e3kwMnSPy9', 'expanded_url': 'http://youtu.be/vEBstw3ljA0', 'display_url': 'youtu.be/vEBstw3ljA0', 'indices': [33, 56]}]}}, 'protected': False, 'followers_count': 10970, 'friends_count': 5929, 'listed_count': 21, 'created_at': 'Wed Dec 23 07:17:53 +0000 2015', 'favourites_count': 114323, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 106864, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1390344654328053760/Ad6HoXdU_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1390344654328053760/Ad6HoXdU_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4576016415/1609509744', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}					False	1	0	False	False	False	und	"{'created_at': 'Wed Jun 30 12:17:08 +0000 2021', 'id': 1410210795800117249, 'id_str': '1410210795800117249', 'text': '#visitGreece #symi https://t.co/8RVRm8SXL1', 'truncated': False, 'entities': {'hashtags': [{'text': 'visitGreece', 'indices': [0, 12]}, {'text': 'symi', 'indices': [13, 18]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1410210784936972291, 'id_str': '1410210784936972291', 'indices': [19, 42], 'media_url': 'http://pbs.twimg.com/media/E5ITPL6X0AMT6XQ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E5ITPL6X0AMT6XQ.jpg', 'url': 'https://t.co/8RVRm8SXL1', 'display_url': 'pic.twitter.com/8RVRm8SXL1', 'expanded_url': 'https://twitter.com/Darmand15766004/status/1410210795800117249/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 768, 'h': 1024, 'resize': 'fit'}, 'large': {'w': 768, 'h': 1024, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1410210784936972291, 'id_str': '1410210784936972291', 'indices': [19, 42], 'media_url': 'http://pbs.twimg.com/media/E5ITPL6X0AMT6XQ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E5ITPL6X0AMT6XQ.jpg', 'url': 'https://t.co/8RVRm8SXL1', 'display_url': 'pic.twitter.com/8RVRm8SXL1', 'expanded_url': 'https://twitter.com/Darmand15766004/status/1410210795800117249/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 768, 'h': 1024, 'resize': 'fit'}, 'large': {'w': 768, 'h': 1024, 'resize': 'fit'}}}, {'id': 1410210785075343365, 'id_str': '1410210785075343365', 'indices': [19, 42], 'media_url': 'http://pbs.twimg.com/media/E5ITPMbXMAUpONE.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E5ITPMbXMAUpONE.jpg', 'url': 'https://t.co/8RVRm8SXL1', 'display_url': 'pic.twitter.com/8RVRm8SXL1', 'expanded_url': 'https://twitter.com/Darmand15766004/status/1410210795800117249/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1024, 'h': 768, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 768, 'resize': 'fit'}}}, {'id': 1410210785083768837, 'id_str': '1410210785083768837', 'indices': [19, 42], 'media_url': 'http://pbs.twimg.com/media/E5ITPMdXwAUSFSp.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E5ITPMdXwAUSFSp.jpg', 'url': 'https://t.co/8RVRm8SXL1', 'display_url': 'pic.twitter.com/8RVRm8SXL1', 'expanded_url': 'https://twitter.com/Darmand15766004/status/1410210795800117249/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 768, 'h': 1024, 'resize': 'fit'}, 'large': {'w': 768, 'h': 1024, 'resize': 'fit'}}}, {'id': 1410210785083768846, 'id_str': '1410210785083768846', 'indices': [19, 42], 'media_url': 'http://pbs.twimg.com/media/E5ITPMdXwA4kGuZ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E5ITPMdXwA4kGuZ.jpg', 'url': 'https://t.co/8RVRm8SXL1', 'display_url': 'pic.twitter.com/8RVRm8SXL1', 'expanded_url': 'https://twitter.com/Darmand15766004/status/1410210795800117249/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 768, 'resize': 'fit'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 768, 'resize': 'fit'}}}]}, 'metadata': {'iso_language_code': 'und', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1370350055811584000, 'id_str': '1370350055811584000', 'name': 'Darmando⛴⚓️🛳', 'screen_name': 'Darmand15766004', 'location': 'Around the world', 'description': 'I can resist everything... except temptations😎 Oscar Wilde😇', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 222, 'friends_count': 667, 'listed_count': 0, 'created_at': 'Fri Mar 12 12:25:02 +0000 2021', 'favourites_count': 11589, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 3899, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1371946182327607306/oZ4hIaaM_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1371946182327607306/oZ4hIaaM_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 3, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'und'}"	{'media': [{'id': 1410210784936972291, 'id_str': '1410210784936972291', 'indices': [40, 63], 'media_url': 'http://pbs.twimg.com/media/E5ITPL6X0AMT6XQ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E5ITPL6X0AMT6XQ.jpg', 'url': 'https://t.co/8RVRm8SXL1', 'display_url': 'pic.twitter.com/8RVRm8SXL1', 'expanded_url': 'https://twitter.com/Darmand15766004/status/1410210795800117249/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 768, 'h': 1024, 'resize': 'fit'}, 'large': {'w': 768, 'h': 1024, 'resize': 'fit'}}, 'source_status_id': 1410210795800117249, 'source_status_id_str': '1410210795800117249', 'source_user_id': 1370350055811584000, 'source_user_id_str': '1370350055811584000'}, {'id': 1410210785075343365, 'id_str': '1410210785075343365', 'indices': [40, 63], 'media_url': 'http://pbs.twimg.com/media/E5ITPMbXMAUpONE.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E5ITPMbXMAUpONE.jpg', 'url': 'https://t.co/8RVRm8SXL1', 'display_url': 'pic.twitter.com/8RVRm8SXL1', 'expanded_url': 'https://twitter.com/Darmand15766004/status/1410210795800117249/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1024, 'h': 768, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 768, 'resize': 'fit'}}, 'source_status_id': 1410210795800117249, 'source_status_id_str': '1410210795800117249', 'source_user_id': 1370350055811584000, 'source_user_id_str': '1370350055811584000'}, {'id': 1410210785083768837, 'id_str': '1410210785083768837', 'indices': [40, 63], 'media_url': 'http://pbs.twimg.com/media/E5ITPMdXwAUSFSp.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E5ITPMdXwAUSFSp.jpg', 'url': 'https://t.co/8RVRm8SXL1', 'display_url': 'pic.twitter.com/8RVRm8SXL1', 'expanded_url': 'https://twitter.com/Darmand15766004/status/1410210795800117249/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 768, 'h': 1024, 'resize': 'fit'}, 'large': {'w': 768, 'h': 1024, 'resize': 'fit'}}, 'source_status_id': 1410210795800117249, 'source_status_id_str': '1410210795800117249', 'source_user_id': 1370350055811584000, 'source_user_id_str': '1370350055811584000'}, {'id': 1410210785083768846, 'id_str': '1410210785083768846', 'indices': [40, 63], 'media_url': 'http://pbs.twimg.com/media/E5ITPMdXwA4kGuZ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E5ITPMdXwA4kGuZ.jpg', 'url': 'https://t.co/8RVRm8SXL1', 'display_url': 'pic.twitter.com/8RVRm8SXL1', 'expanded_url': 'https://twitter.com/Darmand15766004/status/1410210795800117249/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 768, 'resize': 'fit'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 768, 'resize': 'fit'}}, 'source_status_id': 1410210795800117249, 'source_status_id_str': '1410210795800117249', 'source_user_id': 1370350055811584000, 'source_user_id_str': '1370350055811584000'}]}			
